ord_id,ord_number,cust_id,prd_key,qty,unit_price,order_date,ship_date,due_date,channel,status
1480,ORD00001480,214,PRD-0008,1,1367,2023-11-16 01:01:22,2023-11-18 01:01:22,2023-11-27 01:01:22,Phone,Pending
1481,ORD00001481,454,PRD-0020,2,1329,2024-11-23 14:32:48,2024-11-25 14:32:48,2024-12-06 14:32:48,Web,Pending
1482,ORD00001482,489,PRD-0002,2,604,2022-01-07 16:27:04,2022-01-09 16:27:04,2022-01-19 16:27:04,Store,Cancelled
1483,ORD00001483,189,PRD-0029,4,887,2022-12-03 15:27:49,2022-12-04 15:27:49,2022-12-12 15:27:49,Phone,Delivered
1484,ORD00001484,407,PRD-0008,1,1331,2024-07-22 07:34:31,2024-07-26 07:34:31,2024-08-04 07:34:31,Web,Pending
1485,ORD00001485,580,PRD-0025,3,656,2025-11-29 03:13:40,2025-12-02 03:13:40,2025-12-10 03:13:40,Phone,Returned
1486,ORD00001486,7,PRD-0017,2,400,2022-10-21 19:33:47,2022-10-23 19:33:47,2022-11-03 19:33:47,Store,Cancelled
1487,ORD00001487,528,PRD-0001,1,887,2023-12-11 15:39:35,2023-12-15 15:39:35,2023-12-27 15:39:35,Store,Returned
1488,ORD00001488,410,PRD-0008,1,1949,2022-12-29 15:13:40,2022-12-31 15:13:40,2023-01-05 15:13:40,Phone,Delivered
1489,ORD00001489,257,PRD-0013,2,1855,2024-07-08 22:10:34,2024-07-10 22:10:34,2024-07-17 22:10:34,Phone,Returned
1490,ORD00001490,654,PRD-0012,4,443,2024-08-03 22:37:33,2024-08-05 22:37:33,2024-08-13 22:37:33,Web,Delivered
1491,ORD00001491,501,PRD-0021,2,1436,2024-09-20 22:20:28,2024-09-23 22:20:28,2024-09-29 22:20:28,Phone,Pending
1492,ORD00001492,176,PRD-0030,1,886,2024-08-07 02:37:45,2024-08-10 02:37:45,2024-08-14 02:37:45,Phone,Returned
1493,ORD00001493,633,PRD-0008,2,1530,2021-12-30 06:29:45,2021-12-31 06:29:45,2022-01-08 06:29:45,Store,Cancelled
1494,ORD00001494,55,PRD-0011,3,1553,2025-11-30 02:56:59,2025-12-01 02:56:59,2025-12-06 02:56:59,Store,Pending
1495,ORD00001495,205,PRD-0024,4,941,2021-01-18 23:40:48,2021-01-22 23:40:48,2021-01-25 23:40:48,Web,Returned
1496,ORD00001496,248,PRD-0013,3,1870,2021-11-14 06:02:33,2021-11-15 06:02:33,2021-11-26 06:02:33,Web,Cancelled
1497,ORD00001497,183,PRD-0009,4,1215,2021-06-23 13:25:54,2021-06-24 13:25:54,2021-07-01 13:25:54,Phone,Pending
1498,ORD00001498,670,PRD-0015,3,1575,2024-11-24 21:56:42,2024-11-28 21:56:42,2024-12-09 21:56:42,Web,Cancelled
1499,ORD00001499,374,PRD-0003,2,786,2021-08-17 14:59:11,2021-08-18 14:59:11,2021-08-30 14:59:11,Phone,Returned
1500,ORD00001500,293,PRD-0022,3,946,2023-03-29 17:15:49,2023-04-01 17:15:49,2023-04-07 17:15:49,Phone,Delivered
1501,ORD00001501,732,PRD-0026,4,1326,2021-11-11 21:38:15,2021-11-14 21:38:15,2021-11-23 21:38:15,Phone,Returned
1502,ORD00001502,50,PRD-0005,4,1847,2022-11-07 03:39:45,2022-11-08 03:39:45,2022-11-18 03:39:45,Phone,Returned
1503,ORD00001503,503,PRD-0012,3,620,2021-06-25 10:03:40,2021-06-28 10:03:40,2021-07-11 10:03:40,Phone,Pending
1504,ORD00001504,53,PRD-0014,4,324,2023-07-20 02:37:01,2023-07-23 02:37:01,2023-07-30 02:37:01,Phone,Pending
1505,ORD00001505,612,PRD-0012,4,1143,2024-01-02 14:49:42,2024-01-06 14:49:42,2024-01-14 14:49:42,Phone,Pending
1506,ORD00001506,500,PRD-0012,1,825,2023-04-26 06:01:06,2023-04-30 06:01:06,2023-05-12 06:01:06,Store,Pending
1507,ORD00001507,517,PRD-0015,1,1042,2023-12-17 02:22:38,2023-12-18 02:22:38,2023-12-30 02:22:38,Phone,Cancelled
1508,ORD00001508,163,PRD-0007,3,1032,2023-04-03 12:32:08,2023-04-07 12:32:08,2023-04-18 12:32:08,Phone,Returned
1509,ORD00001509,536,PRD-0023,3,1714,2022-11-15 03:16:08,2022-11-18 03:16:08,2022-12-01 03:16:08,Store,Cancelled
1510,ORD00001510,154,PRD-0016,1,744,2022-03-11 09:40:34,2022-03-13 09:40:34,2022-03-17 09:40:34,Web,Returned
1511,ORD00001511,660,PRD-0021,1,1123,2023-09-17 06:09:10,2023-09-21 06:09:10,2023-09-24 06:09:10,Web,Pending
1512,ORD00001512,740,PRD-0021,2,1820,2021-05-14 02:53:28,2021-05-18 02:53:28,2021-05-30 02:53:28,Phone,Pending
1513,ORD00001513,362,PRD-0022,1,1013,2025-07-17 16:44:13,2025-07-18 16:44:13,2025-07-21 16:44:13,Phone,Returned
1514,ORD00001514,578,PRD-0012,3,1820,2020-06-29 01:43:18,2020-07-03 01:43:18,2020-07-09 01:43:18,Store,Cancelled
1515,ORD00001515,419,PRD-0004,3,671,2025-08-05 22:22:45,2025-08-06 22:22:45,2025-08-17 22:22:45,Web,Cancelled
1516,ORD00001516,147,PRD-0017,4,645,2025-02-07 08:35:59,2025-02-08 08:35:59,2025-02-16 08:35:59,Web,Returned
1517,ORD00001517,170,PRD-0019,4,898,2021-02-14 04:16:13,2021-02-17 04:16:13,2021-02-20 04:16:13,Phone,Returned
1518,ORD00001518,600,PRD-0028,4,1132,2020-09-20 11:34:21,2020-09-24 11:34:21,2020-09-27 11:34:21,Phone,Pending
1519,ORD00001519,136,PRD-0027,4,1709,2022-09-25 20:21:20,2022-09-29 20:21:20,2022-10-04 20:21:20,Phone,Returned
1520,ORD00001520,298,PRD-0005,3,1449,2025-06-01 16:47:35,2025-06-02 16:47:35,2025-06-13 16:47:35,Phone,Delivered
1521,ORD00001521,490,PRD-0009,2,851,2023-04-09 08:46:01,2023-04-12 08:46:01,2023-04-17 08:46:01,Phone,Pending
1522,ORD00001522,124,PRD-0007,3,1123,2022-12-01 15:56:53,2022-12-03 15:56:53,2022-12-09 15:56:53,Phone,Pending
1523,ORD00001523,622,PRD-0004,3,698,2020-06-14 14:52:26,2020-06-16 14:52:26,2020-06-28 14:52:26,Phone,Pending
1524,ORD00001524,564,PRD-0005,1,1132,2023-09-18 13:35:10,2023-09-19 13:35:10,2023-09-28 13:35:10,Phone,Delivered
1525,ORD00001525,628,PRD-0020,2,675,2025-12-19 16:49:37,2025-12-21 16:49:37,2025-12-30 16:49:37,Web,Delivered
1526,ORD00001526,461,PRD-0006,3,1782,2022-03-08 22:55:46,2022-03-09 22:55:46,2022-03-15 22:55:46,Phone,Returned
1527,ORD00001527,600,PRD-0014,4,1640,2021-09-05 09:32:49,2021-09-06 09:32:49,2021-09-15 09:32:49,Store,Pending
1528,ORD00001528,633,PRD-0029,1,1200,2023-09-30 01:22:28,2023-10-04 01:22:28,2023-10-16 01:22:28,Phone,Delivered
1529,ORD00001529,597,PRD-0006,1,1728,2023-11-02 04:01:45,2023-11-03 04:01:45,2023-11-15 04:01:45,Web,Pending
1530,ORD00001530,531,PRD-0024,1,1208,2020-04-29 00:07:54,2020-04-30 00:07:54,2020-05-07 00:07:54,Store,Returned
1531,ORD00001531,117,PRD-0030,3,808,2021-04-21 00:49:15,2021-04-22 00:49:15,2021-04-25 00:49:15,Store,Pending
1532,ORD00001532,679,PRD-0020,2,449,2022-08-12 23:32:13,2022-08-13 23:32:13,2022-08-18 23:32:13,Phone,Returned
1533,ORD00001533,160,PRD-0025,3,409,2025-04-10 09:52:07,2025-04-11 09:52:07,2025-04-24 09:52:07,Store,Delivered
1534,ORD00001534,551,PRD-0028,3,879,2022-06-30 23:10:07,2022-07-04 23:10:07,2022-07-16 23:10:07,Store,Delivered
1535,ORD00001535,183,PRD-0002,1,1567,2024-11-18 19:22:03,2024-11-22 19:22:03,2024-12-04 19:22:03,Web,Pending
1536,ORD00001536,404,PRD-0020,3,634,2022-08-28 15:27:45,2022-08-30 15:27:45,2022-09-11 15:27:45,Phone,Cancelled
1537,ORD00001537,327,PRD-0016,3,545,2022-12-06 03:35:10,2022-12-09 03:35:10,2022-12-19 03:35:10,Phone,Returned
1538,ORD00001538,695,PRD-0003,4,1410,2025-05-06 23:32:52,2025-05-10 23:32:52,2025-05-22 23:32:52,Web,Pending
1539,ORD00001539,337,PRD-0021,3,419,2025-07-10 15:49:46,2025-07-13 15:49:46,2025-07-26 15:49:46,Phone,Pending
1540,ORD00001540,228,PRD-0007,2,817,2023-01-30 09:10:10,2023-02-02 09:10:10,2023-02-06 09:10:10,Web,Cancelled
1541,ORD00001541,711,PRD-0022,2,1220,2023-09-26 06:56:46,2023-09-29 06:56:46,2023-10-03 06:56:46,Web,Cancelled
1542,ORD00001542,143,PRD-0003,3,683,2021-10-12 13:49:13,2021-10-13 13:49:13,2021-10-19 13:49:13,Store,Cancelled
1543,ORD00001543,21,PRD-0014,1,1271,2025-07-16 01:39:25,2025-07-17 01:39:25,2025-07-28 01:39:25,Store,Returned
1544,ORD00001544,489,PRD-0011,1,1291,2023-06-28 20:16:41,2023-06-29 20:16:41,2023-07-06 20:16:41,Store,Cancelled
1545,ORD00001545,28,PRD-0029,1,1915,2023-06-14 13:39:50,2023-06-17 13:39:50,2023-06-30 13:39:50,Web,Returned
1546,ORD00001546,657,PRD-0026,4,937,2021-07-16 11:59:28,2021-07-17 11:59:28,2021-07-24 11:59:28,Web,Returned
1547,ORD00001547,383,PRD-0029,3,816,2021-09-30 11:34:43,2021-10-02 11:34:43,2021-10-12 11:34:43,Store,Delivered
1548,ORD00001548,489,PRD-0018,2,1892,2022-02-24 16:03:24,2022-02-25 16:03:24,2022-03-04 16:03:24,Web,Pending
1549,ORD00001549,113,PRD-0022,2,814,2022-12-21 18:20:04,2022-12-23 18:20:04,2022-12-27 18:20:04,Web,Delivered
1550,ORD00001550,744,PRD-0022,2,697,2024-05-04 04:02:45,2024-05-06 04:02:45,2024-05-11 04:02:45,Web,Returned
1551,ORD00001551,147,PRD-0010,3,1173,2022-08-02 18:51:17,2022-08-03 18:51:17,2022-08-15 18:51:17,Store,Delivered
1552,ORD00001552,427,PRD-0001,3,864,2025-01-02 19:46:29,2025-01-04 19:46:29,2025-01-07 19:46:29,Store,Cancelled
1553,ORD00001553,37,PRD-0006,2,1696,2024-09-11 16:09:38,2024-09-14 16:09:38,2024-09-19 16:09:38,Web,Delivered
1554,ORD00001554,618,PRD-0007,2,560,2021-05-15 11:32:27,2021-05-19 11:32:27,2021-05-29 11:32:27,Phone,Cancelled
1555,ORD00001555,340,PRD-0017,4,1958,2021-01-26 16:10:06,2021-01-30 16:10:06,2021-02-11 16:10:06,Web,Returned
1556,ORD00001556,179,PRD-0015,4,888,2021-02-08 15:49:52,2021-02-11 15:49:52,2021-02-17 15:49:52,Phone,Pending
1557,ORD00001557,673,PRD-0013,3,1939,2022-11-06 03:45:02,2022-11-10 03:45:02,2022-11-23 03:45:02,Web,Delivered
1558,ORD00001558,494,PRD-0006,3,1274,2024-10-20 21:17:47,2024-10-21 21:17:47,2024-10-27 21:17:47,Phone,Returned
1559,ORD00001559,421,PRD-0013,4,1508,2022-12-18 04:23:59,2022-12-19 04:23:59,2022-12-30 04:23:59,Phone,Cancelled
1560,ORD00001560,726,PRD-0018,3,1804,2022-12-22 03:20:17,2022-12-26 03:20:17,2023-01-03 03:20:17,Store,Pending
1561,ORD00001561,342,PRD-0024,4,937,2022-12-06 02:20:39,2022-12-09 02:20:39,2022-12-22 02:20:39,Web,Pending
1562,ORD00001562,32,PRD-0027,1,1396,2024-10-10 15:40:24,2024-10-12 15:40:24,2024-10-21 15:40:24,Web,Cancelled
1563,ORD00001563,187,PRD-0028,3,711,2020-10-24 13:58:40,2020-10-25 13:58:40,2020-11-05 13:58:40,Phone,Pending
1564,ORD00001564,543,PRD-0014,1,1592,2021-04-15 06:24:14,2021-04-17 06:24:14,2021-04-22 06:24:14,Web,Delivered
1565,ORD00001565,709,PRD-0003,4,1558,2021-07-01 02:39:53,2021-07-03 02:39:53,2021-07-12 02:39:53,Store,Returned
1566,ORD00001566,309,PRD-0005,3,1987,2025-10-30 20:52:56,2025-10-31 20:52:56,2025-11-03 20:52:56,Phone,Pending
1567,ORD00001567,471,PRD-0013,2,341,2022-09-26 17:12:21,2022-09-30 17:12:21,2022-10-06 17:12:21,Store,Cancelled
1568,ORD00001568,606,PRD-0001,1,1337,2020-08-19 01:27:18,2020-08-20 01:27:18,2020-08-23 01:27:18,Phone,Delivered
1569,ORD00001569,77,PRD-0015,3,1352,2021-04-22 12:41:58,2021-04-26 12:41:58,2021-05-05 12:41:58,Phone,Cancelled
1570,ORD00001570,79,PRD-0025,1,1731,2021-08-08 01:35:46,2021-08-12 01:35:46,2021-08-17 01:35:46,Store,Cancelled
1571,ORD00001571,13,PRD-0016,3,826,2025-10-09 07:48:55,2025-10-11 07:48:55,2025-10-18 07:48:55,Store,Pending
1572,ORD00001572,523,PRD-0003,2,1399,2024-03-08 12:44:49,2024-03-11 12:44:49,2024-03-24 12:44:49,Web,Returned
1573,ORD00001573,530,PRD-0003,4,614,2022-01-13 16:47:38,2022-01-14 16:47:38,2022-01-27 16:47:38,Phone,Cancelled
1574,ORD00001574,160,PRD-0001,3,1897,2023-05-25 04:55:16,2023-05-28 04:55:16,2023-06-02 04:55:16,Phone,Delivered
1575,ORD00001575,748,PRD-0003,3,365,2021-09-18 14:26:59,2021-09-21 14:26:59,2021-10-02 14:26:59,Store,Pending
1576,ORD00001576,74,PRD-0007,2,1771,2025-01-08 18:11:39,2025-01-09 18:11:39,2025-01-21 18:11:39,Store,Cancelled
1577,ORD00001577,475,PRD-0028,1,1079,2021-10-14 16:10:51,2021-10-15 16:10:51,2021-10-25 16:10:51,Web,Cancelled
1578,ORD00001578,308,PRD-0022,1,452,2023-05-22 18:18:54,2023-05-23 18:18:54,2023-06-04 18:18:54,Web,Delivered
1579,ORD00001579,278,PRD-0001,3,727,2022-09-01 04:47:35,2022-09-03 04:47:35,2022-09-11 04:47:35,Store,Cancelled
1580,ORD00001580,401,PRD-0030,2,917,2025-06-16 08:58:05,2025-06-20 08:58:05,2025-07-01 08:58:05,Web,Returned
1581,ORD00001581,493,PRD-0020,3,1832,2022-06-04 03:01:44,2022-06-07 03:01:44,2022-06-19 03:01:44,Phone,Returned
1582,ORD00001582,98,PRD-0015,1,1541,2023-07-17 10:25:50,2023-07-20 10:25:50,2023-07-28 10:25:50,Phone,Pending
1583,ORD00001583,345,PRD-0011,4,345,2025-09-12 09:08:57,2025-09-14 09:08:57,2025-09-19 09:08:57,Web,Delivered
1584,ORD00001584,65,PRD-0005,4,705,2020-07-24 00:41:14,2020-07-25 00:41:14,2020-08-04 00:41:14,Store,Pending
1585,ORD00001585,384,PRD-0025,3,1627,2024-01-26 04:47:27,2024-01-29 04:47:27,2024-02-02 04:47:27,Store,Returned
1586,ORD00001586,728,PRD-0011,1,1000,2023-09-27 13:51:31,2023-09-29 13:51:31,2023-10-09 13:51:31,Store,Cancelled
1587,ORD00001587,711,PRD-0023,3,1909,2025-09-27 01:27:27,2025-09-30 01:27:27,2025-10-09 01:27:27,Web,Delivered
1588,ORD00001588,729,PRD-0030,2,1214,2023-08-08 03:14:28,2023-08-09 03:14:28,2023-08-20 03:14:28,Phone,Delivered
1589,ORD00001589,393,PRD-0015,2,1948,2023-06-10 00:11:39,2023-06-11 00:11:39,2023-06-14 00:11:39,Store,Delivered
1590,ORD00001590,522,PRD-0006,3,653,2021-04-26 16:17:57,2021-04-30 16:17:57,2021-05-09 16:17:57,Web,Returned
1591,ORD00001591,510,PRD-0028,4,1755,2022-03-24 16:25:47,2022-03-27 16:25:47,2022-03-30 16:25:47,Web,Pending
1592,ORD00001592,244,PRD-0023,2,1931,2023-01-27 14:54:57,2023-01-30 14:54:57,2023-02-11 14:54:57,Phone,Delivered
1593,ORD00001593,115,PRD-0009,4,1511,2020-07-22 12:45:05,2020-07-25 12:45:05,2020-08-02 12:45:05,Web,Returned
1594,ORD00001594,698,PRD-0013,3,1729,2024-08-04 21:02:51,2024-08-07 21:02:51,2024-08-12 21:02:51,Phone,Pending
1595,ORD00001595,139,PRD-0007,2,726,2023-11-07 23:24:58,2023-11-08 23:24:58,2023-11-12 23:24:58,Phone,Pending
1596,ORD00001596,433,PRD-0010,3,459,2021-10-24 21:22:24,2021-10-25 21:22:24,2021-11-06 21:22:24,Store,Delivered
1597,ORD00001597,430,PRD-0025,2,1502,2022-06-10 01:23:46,2022-06-12 01:23:46,2022-06-21 01:23:46,Phone,Cancelled
1598,ORD00001598,26,PRD-0004,2,478,2023-08-31 09:24:24,2023-09-03 09:24:24,2023-09-06 09:24:24,Phone,Pending
1599,ORD00001599,207,PRD-0011,2,972,2023-06-25 16:40:05,2023-06-29 16:40:05,2023-07-05 16:40:05,Phone,Cancelled
1600,ORD00001600,251,PRD-0018,1,405,2021-03-12 03:02:47,2021-03-13 03:02:47,2021-03-21 03:02:47,Web,Pending
1601,ORD00001601,721,PRD-0020,3,1176,2023-01-29 20:01:55,2023-02-02 20:01:55,2023-02-09 20:01:55,Phone,Cancelled
1602,ORD00001602,610,PRD-0020,3,1243,2021-07-22 05:43:33,2021-07-25 05:43:33,2021-07-28 05:43:33,Store,Cancelled
1603,ORD00001603,577,PRD-0012,2,1844,2022-09-26 17:14:46,2022-09-28 17:14:46,2022-10-10 17:14:46,Store,Pending
1604,ORD00001604,379,PRD-0021,1,1429,2024-06-14 08:18:51,2024-06-15 08:18:51,2024-06-27 08:18:51,Web,Cancelled
1605,ORD00001605,39,PRD-0015,1,937,2025-10-11 08:48:36,2025-10-13 08:48:36,2025-10-25 08:48:36,Web,Cancelled
1606,ORD00001606,698,PRD-0028,1,1357,2023-07-11 08:06:55,2023-07-15 08:06:55,2023-07-24 08:06:55,Web,Returned
1607,ORD00001607,489,PRD-0005,4,1201,2020-05-01 12:21:59,2020-05-03 12:21:59,2020-05-13 12:21:59,Web,Delivered
1608,ORD00001608,532,PRD-0006,4,1876,2021-02-07 13:46:57,2021-02-08 13:46:57,2021-02-20 13:46:57,Web,Cancelled
1609,ORD00001609,327,PRD-0003,4,1509,2023-06-06 04:37:42,2023-06-10 04:37:42,2023-06-13 04:37:42,Store,Delivered
1610,ORD00001610,692,PRD-0002,4,1874,2021-05-26 19:41:02,2021-05-30 19:41:02,2021-06-10 19:41:02,Store,Cancelled
1611,ORD00001611,262,PRD-0022,2,1371,2023-07-19 20:00:16,2023-07-20 20:00:16,2023-08-01 20:00:16,Store,Pending
1612,ORD00001612,78,PRD-0011,1,885,2025-08-28 14:16:34,2025-09-01 14:16:34,2025-09-08 14:16:34,Web,Pending
1613,ORD00001613,459,PRD-0028,2,675,2024-03-14 22:52:58,2024-03-18 22:52:58,2024-03-23 22:52:58,Store,Cancelled
1614,ORD00001614,498,PRD-0006,1,939,2022-02-16 12:34:05,2022-02-17 12:34:05,2022-02-20 12:34:05,Store,Pending
1615,ORD00001615,89,PRD-0008,1,340,2023-05-16 07:32:45,2023-05-20 07:32:45,2023-05-26 07:32:45,Web,Pending
1616,ORD00001616,152,PRD-0009,3,1323,2022-05-17 15:08:41,2022-05-20 15:08:41,2022-05-27 15:08:41,Store,Returned
1617,ORD00001617,690,PRD-0030,4,1661,2024-05-23 20:00:09,2024-05-24 20:00:09,2024-06-04 20:00:09,Web,Delivered
1618,ORD00001618,448,PRD-0029,4,1886,2020-07-13 06:14:47,2020-07-16 06:14:47,2020-07-23 06:14:47,Phone,Delivered
1619,ORD00001619,2,PRD-0020,3,301,2020-07-14 01:38:54,2020-07-17 01:38:54,2020-07-30 01:38:54,Web,Cancelled
1620,ORD00001620,513,PRD-0011,1,402,2022-02-04 12:18:17,2022-02-06 12:18:17,2022-02-14 12:18:17,Phone,Cancelled
1621,ORD00001621,100,PRD-0019,1,1179,2025-03-24 11:14:55,2025-03-26 11:14:55,2025-04-07 11:14:55,Phone,Pending
1622,ORD00001622,396,PRD-0005,4,513,2020-06-03 06:38:03,2020-06-04 06:38:03,2020-06-15 06:38:03,Web,Cancelled
1623,ORD00001623,201,PRD-0022,4,1524,2024-01-11 07:23:00,2024-01-14 07:23:00,2024-01-21 07:23:00,Store,Returned
1624,ORD00001624,290,PRD-0006,4,764,2021-01-31 04:55:17,2021-02-03 04:55:17,2021-02-09 04:55:17,Web,Cancelled
1625,ORD00001625,734,PRD-0030,3,954,2021-02-03 09:54:49,2021-02-07 09:54:49,2021-02-10 09:54:49,Store,Pending
1626,ORD00001626,182,PRD-0009,4,352,2024-07-22 04:59:40,2024-07-25 04:59:40,2024-08-01 04:59:40,Web,Delivered
1627,ORD00001627,631,PRD-0008,1,1716,2021-06-03 18:03:25,2021-06-07 18:03:25,2021-06-20 18:03:25,Web,Returned
1628,ORD00001628,37,PRD-0002,4,1979,2023-09-05 05:20:18,2023-09-08 05:20:18,2023-09-14 05:20:18,Store,Pending
1629,ORD00001629,321,PRD-0008,4,1058,2022-02-25 20:26:39,2022-03-01 20:26:39,2022-03-09 20:26:39,Store,Cancelled
1630,ORD00001630,614,PRD-0002,4,310,2024-06-12 19:33:49,2024-06-13 19:33:49,2024-06-21 19:33:49,Web,Returned
1631,ORD00001631,625,PRD-0014,1,943,2022-07-27 09:33:35,2022-07-29 09:33:35,2022-08-01 09:33:35,Web,Returned
1632,ORD00001632,152,PRD-0012,2,1890,2021-11-26 11:05:32,2021-11-29 11:05:32,2021-12-02 11:05:32,Store,Returned
1633,ORD00001633,275,PRD-0022,4,1166,2021-05-25 12:16:36,2021-05-29 12:16:36,2021-06-02 12:16:36,Store,Returned
1634,ORD00001634,511,PRD-0028,3,1303,2022-08-06 11:03:35,2022-08-10 11:03:35,2022-08-19 11:03:35,Phone,Cancelled
1635,ORD00001635,650,PRD-0002,4,1569,2021-10-23 12:55:51,2021-10-26 12:55:51,2021-11-07 12:55:51,Phone,Pending
1636,ORD00001636,175,PRD-0016,2,1987,2022-02-08 23:45:02,2022-02-10 23:45:02,2022-02-20 23:45:02,Store,Returned
1637,ORD00001637,533,PRD-0018,1,413,2020-11-29 01:35:40,2020-11-30 01:35:40,2020-12-09 01:35:40,Web,Pending
1638,ORD00001638,746,PRD-0008,3,1861,2025-09-12 05:19:28,2025-09-14 05:19:28,2025-09-17 05:19:28,Web,Cancelled
1639,ORD00001639,637,PRD-0019,3,1178,2024-10-06 14:37:13,2024-10-09 14:37:13,2024-10-12 14:37:13,Web,Delivered
1640,ORD00001640,448,PRD-0001,4,1226,2021-04-26 02:02:39,2021-04-27 02:02:39,2021-05-08 02:02:39,Phone,Pending
1641,ORD00001641,36,PRD-0015,4,891,2022-06-23 08:37:59,2022-06-26 08:37:59,2022-07-08 08:37:59,Phone,Delivered
1642,ORD00001642,536,PRD-0024,4,1936,2023-04-06 15:13:09,2023-04-07 15:13:09,2023-04-17 15:13:09,Phone,Returned
1643,ORD00001643,558,PRD-0020,3,915,2022-10-17 14:32:01,2022-10-21 14:32:01,2022-10-26 14:32:01,Store,Returned
1644,ORD00001644,413,PRD-0001,2,1988,2024-02-07 17:13:39,2024-02-08 17:13:39,2024-02-17 17:13:39,Store,Pending
1645,ORD00001645,393,PRD-0022,4,1432,2022-10-18 04:11:56,2022-10-19 04:11:56,2022-10-25 04:11:56,Phone,Returned
1646,ORD00001646,387,PRD-0007,1,1266,2020-07-25 03:14:43,2020-07-26 03:14:43,2020-08-08 03:14:43,Store,Cancelled
1647,ORD00001647,195,PRD-0008,1,1651,2025-07-02 01:19:22,2025-07-06 01:19:22,2025-07-14 01:19:22,Web,Delivered
1648,ORD00001648,510,PRD-0023,2,630,2025-10-06 01:42:11,2025-10-09 01:42:11,2025-10-19 01:42:11,Web,Cancelled
1649,ORD00001649,635,PRD-0020,4,1189,2022-05-29 04:43:31,2022-06-01 04:43:31,2022-06-07 04:43:31,Web,Returned
1650,ORD00001650,540,PRD-0017,3,876,2025-07-07 13:19:07,2025-07-08 13:19:07,2025-07-16 13:19:07,Web,Cancelled
1651,ORD00001651,720,PRD-0019,1,1554,2025-09-22 19:20:22,2025-09-23 19:20:22,2025-09-26 19:20:22,Store,Returned
1652,ORD00001652,536,PRD-0001,2,1731,2020-12-21 22:48:31,2020-12-22 22:48:31,2021-01-03 22:48:31,Web,Returned
1653,ORD00001653,13,PRD-0010,4,1180,2024-02-01 02:02:04,2024-02-02 02:02:04,2024-02-13 02:02:04,Store,Pending
1654,ORD00001654,13,PRD-0024,1,535,2020-06-18 07:06:11,2020-06-22 07:06:11,2020-06-26 07:06:11,Store,Returned
1655,ORD00001655,200,PRD-0023,1,414,2020-06-27 12:46:48,2020-06-29 12:46:48,2020-07-12 12:46:48,Phone,Pending
1656,ORD00001656,263,PRD-0007,2,1319,2020-05-04 13:45:28,2020-05-08 13:45:28,2020-05-20 13:45:28,Web,Pending
1657,ORD00001657,57,PRD-0005,1,1353,2022-06-29 00:46:54,2022-07-01 00:46:54,2022-07-09 00:46:54,Store,Pending
1658,ORD00001658,668,PRD-0019,2,598,2021-07-02 20:59:50,2021-07-05 20:59:50,2021-07-11 20:59:50,Web,Pending
1659,ORD00001659,455,PRD-0020,4,1612,2024-01-28 21:20:39,2024-01-29 21:20:39,2024-02-08 21:20:39,Store,Delivered
1660,ORD00001660,728,PRD-0023,1,1378,2025-07-16 08:59:01,2025-07-20 08:59:01,2025-07-27 08:59:01,Web,Delivered
1661,ORD00001661,93,PRD-0026,4,1163,2021-03-01 22:57:22,2021-03-02 22:57:22,2021-03-14 22:57:22,Web,Returned
1662,ORD00001662,394,PRD-0003,3,670,2021-03-10 11:17:02,2021-03-12 11:17:02,2021-03-15 11:17:02,Phone,Pending
1663,ORD00001663,61,PRD-0030,3,1144,2021-01-11 19:19:52,2021-01-14 19:19:52,2021-01-23 19:19:52,Web,Pending
1664,ORD00001664,36,PRD-0015,4,1427,2022-05-25 08:34:38,2022-05-28 08:34:38,2022-06-03 08:34:38,Web,Delivered
1665,ORD00001665,59,PRD-0013,4,1317,2021-11-19 08:37:54,2021-11-23 08:37:54,2021-11-30 08:37:54,Web,Delivered
1666,ORD00001666,395,PRD-0024,4,1618,2023-09-19 09:26:35,2023-09-23 09:26:35,2023-09-27 09:26:35,Web,Delivered
1667,ORD00001667,579,PRD-0024,1,459,2022-12-10 21:53:27,2022-12-14 21:53:27,2022-12-19 21:53:27,Phone,Cancelled
1668,ORD00001668,53,PRD-0013,3,932,2021-09-05 13:01:18,2021-09-08 13:01:18,2021-09-12 13:01:18,Store,Delivered
1669,ORD00001669,151,PRD-0001,3,928,2024-04-06 06:08:18,2024-04-08 06:08:18,2024-04-18 06:08:18,Store,Returned
1670,ORD00001670,701,PRD-0009,1,1681,2022-06-10 21:45:37,2022-06-14 21:45:37,2022-06-19 21:45:37,Web,Cancelled
1671,ORD00001671,59,PRD-0027,2,437,2020-03-28 06:07:05,2020-03-30 06:07:05,2020-04-12 06:07:05,Web,Cancelled
1672,ORD00001672,691,PRD-0004,4,1031,2020-11-23 11:34:49,2020-11-24 11:34:49,2020-12-01 11:34:49,Web,Delivered
1673,ORD00001673,320,PRD-0001,4,723,2021-11-08 09:08:05,2021-11-12 09:08:05,2021-11-20 09:08:05,Phone,Delivered
1674,ORD00001674,498,PRD-0016,3,725,2025-05-05 10:44:56,2025-05-06 10:44:56,2025-05-15 10:44:56,Web,Delivered
1675,ORD00001675,213,PRD-0013,2,515,2023-03-23 14:08:59,2023-03-27 14:08:59,2023-04-02 14:08:59,Web,Cancelled
1676,ORD00001676,118,PRD-0026,1,1511,2023-12-29 09:28:32,2023-12-31 09:28:32,2024-01-07 09:28:32,Phone,Returned
